SKU,DESCRIPTION,BRAND,CATG,GROUP,VENDOR,REPLACE_COST
7703-6/6,E KING MICAH FIRM,EASTMAN,MATT,KING,BIA,468.00
7703-6/7,CAKING MICAH FIRM,EASTMAN,MATT,CAKING,BIA,468.00
7704-3/3,TWIN MICAH PLUSH,EASTMAN,MATT,TWIN,BIA,220.00
7704-4/6,FULL MICAH PLUSH,EASTMAN,MATT,FULL,BIA,303.00
7704-5/0,QUEEN MICAH PLUSH,EASTMAN,MATT,QUEEN,BIA,358.00
7704-6/6,E KING MICAH PLUSH,EASTMAN,MATT,KING,BIA,468.00
7705-3/3,TWIN MICAH E/T,EASTMAN,MATT,TWIN,BIA,248.00
7705-36X84,SPLIT CK MICAH E/T,EASTMAN,MATT,SPLCAK,BIA,263.00
7705-3X,TWINXL MICAH E/T,EASTMAN,MATT,TWINXL,BIA,263.00
7705-4/6,FULL MICAH E/T,EASTMAN,MATT,FULL,BIA,330.00
7705-4XL,FULLXL MICAH E/T,EASTMAN,MATT,FULLXL,BIA,385.00
7705-5/0,QUEEN MICAH E/T,EASTMAN,MATT,QUEEN,BIA,385.00
7705-6/6,E KING MICAH E/T,EASTMAN,MATT,KING,BIA,495.00
7705-6/7,CAKING MICAH E/T,EASTMAN,MATT,CAKING,BIA,495.00
7705-66x80,OLYMPIC QUEEN MICAH E/T,EASTMAN,MATT,QUEEN,BIA,595.00
7706-3/3,TWIN ROYAL SANDS FIRM,EASTMAN,MATT,TWIN,BIA,455.00
7706-3X,TWINXL ROYAL SANDS FIRM,EASTMAN,MATT,TWINXL,BIA,470.00
7706-4/6,FULL ROYAL SANDS FIRM,EASTMAN,MATT,FULL,BIA,515.00
7706-4XL,FULLXL ROYAL SANDS FIRM,EASTMAN,MATT,FULLXL,BIA,535.00
7706-5/0,QUEEN ROYAL SANDS FIRM,EASTMAN,MATT,QUEEN,BIA,535.00
7706-6/6,E KING ROYAL SANDS FIRM,EASTMAN,MATT,KING,BIA,665.00
7706-6/7,CAKING ROYAL SANDS FIRM,EASTMAN,MATT,CAKING,BIA,665.00
7707-3/3,TWIN ROYAL SANDS PLUSH,EASTMAN,MATT,TWIN,BIA,455.00
7707-36X84,SPLIT CK ROYAL SANDS PS,EASTMAN,MATT,SPLCAK,BIA,470.00
7707-4/6,FULL ROYAL SANDS PLUSH,EASTMAN,MATT,FULL,BIA,515.00
7707-5/0,QUEEN ROYAL SANDS PLUSH,EASTMAN,MATT,QUEEN,BIA,535.00
7707-6/6,E KING ROYAL SANDS PLUSH,EASTMAN,MATT,KING,BIA,665.00
7707-6/7,CAKING ROYAL SANDS PLUSH,EASTMAN,MATT,CAKING,BIA,665.00
7708-3/3,TWIN ROYAL SANDS P/T,EASTMAN,MATT,TWIN,BIA,480.00
7708-3X,TWINXL ROYAL SANDS P/T,EASTMAN,MATT,TWINXL,BIA,495.00
7708-4/6,FULL ROYAL SANDS P/T,EASTMAN,MATT,FULL,BIA,550.00
7708-5/0,QUEEN ROYAL SANDS P/T,EASTMAN,MATT,QUEEN,BIA,570.00
7708-6/6,E KING ROYAL SANDS P/T,EASTMAN,MATT,KING,BIA,700.00
7708-6/7,CAKING ROYAL SANDS P/T,EASTMAN,MATT,CAKING,BIA,700.00
7915-3/3,TWIN AVALON EXTRA FIRM,EASTMAN,MATT,TWIN,BIA,265.00
7915-3X,TWINXL AVALON EXTRA FIRM,EASTMAN,MATT,TWINXL,BIA,285.00
7915-4/6,FULL AVALON EXTRA FIRM,EASTMAN,MATT,FULL,BIA,355.00
7915-5/0,QUEEN AVALON EXTRA FIRM,EASTMAN,MATT,QUEEN,BIA,410.00
7915-6/6,E KING AVALON EXTRA FIRM,EASTMAN,MATT,KING,BIA,530.00
7915-6/7,CAKING AVALON EXTRA FIRM,EASTMAN,MATT,CAKING,BIA,530.00
7917-3/3,TWIN AVALON PLUSH,EASTMAN,MATT,TWIN,BIA,265.00
7917-3X,TWINXL AVALON PLUSH,EASTMAN,MATT,TWINXL,BIA,285.00
7917-4/6,FULL AVALON PLUSH,EASTMAN,MATT,FULL,BIA,355.00
7917-5/0,QUEEN AVALON PLUSH,EASTMAN,MATT,QUEEN,BIA,410.00
7917-6/6,E KING AVALON PLUSH,EASTMAN,MATT,KING,BIA,530.00
7917-6/7,CAKING AVALON PLUSH,EASTMAN,MATT,CAKING,BIA,530.00
7919-3/3,TWIN AVALON ULTRA P/T,EASTMAN,MATT,TWIN,BIA,295.00
7919-36X84,SPLIT CK AVALON ULTRA P/T,EASTMAN,MATT,SPLCAK,BIA,315.00
7919-3X,TWINXL AVALON ULTRA P/T,EASTMAN,MATT,TWINXL,BIA,315.00
7919-4/6,FULL AVALON ULTRA P/T,EASTMAN,MATT,FULL,BIA,385.00
7919-4XL,FULLXL AVALON ULTRA P/T,EASTMAN,MATT,FULLXL,BIA,455.00
7919-5/0,QUEEN AVALON ULTRA P/T,EASTMAN,MATT,QUEEN,BIA,455.00
7919-6/6,E KING AVALON ULTRA P/T,EASTMAN,MATT,KING,BIA,565.00
7919-6/7,CAKING AVALON ULTRA P/T,EASTMAN,MATT,CAKING,BIA,565.00
7921-3/3,TWIN AVALON UTRA-X-FIRM,EASTMAN,MATT,TWIN,BIA,265.00
7921-3X,TWINXL AVALON ULTRA-X-FIRM,EASTMAN,MATT,TWINXL,BIA,285.00
7921-4/6,FULL AVALON ULTRA-X-FIRM,EASTMAN,MATT,FULL,BIA,355.00
7921-5/0,QUEEN AVALON ULTRA-X-FIRM,EASTMAN,MATT,QUEEN,BIA,410.00
7921-6/6,E KING AVALON ULTRA-X-FIRM,EASTMAN,MATT,KING,BIA,530.00
7921-6/7,CAKING AVALON ULTRA-X-FIRM,EASTMAN,MATT,CAKING,BIA,530.00
8070-3X,"TWINXL SEVILLE FND 9""",EASTMAN,FOUND,TXLFND,BIA,80.00
8070-5/0,"QUEEN SEVILLE FND 9""",EASTMAN,FOUND,QUFND,BIA,100.00
8270-5/0,"QUEEN LP SEVILLE FND 5""",EASTMAN,FOUND,QUFND,BIA,100.00
9610-3/3,TWIN CALI BREEZE PLUSH,EASTMAN,MATT,TWIN,BIA,370.00
9610-36X84,SPLIT CK CALI BREEZE PLUSH,EASTMAN,MATT,SPLCAK,BIA,395.00
9610-3X,TWINXL CALI BREEZE PLUSH,EASTMAN,MATT,TWINXL,BIA,395.00
9610-4/6,FULL CALI BREEZE PLUSH,EASTMAN,MATT,FULL,BIA,470.00
9610-5/0,QUEEN CALI BREEZE PLUSH,EASTMAN,MATT,QUEEN,BIA,570.00
9610-6/6,E KING CALI BREEZE PLUSH,EASTMAN,MATT,KING,BIA,720.00
9610-6/7,CAKING CALI BREEZE PLUSH,EASTMAN,MATT,CAKING,BIA,720.00
9611-3/3,TWIN CALI BREEZE FIRM,EASTMAN,MATT,TWIN,BIA,370.00
9611-36X84,SPLIT CK CALI BREEZE FIRM,EASTMAN,MATT,SPLCAK,BIA,395.00
9611-3X,TWINXL CALI BREEZE FIRM,EASTMAN,MATT,TWINXL,BIA,395.00
9611-4/6,FULL CALI BREEZE FIRM,EASTMAN,MATT,FULL,BIA,470.00
9611-5/0,QUEEN CALI BREEZE FIRM,EASTMAN,MATT,QUEEN,BIA,570.00
9611-6/6,E KING CALI BREEZE FIRM,EASTMAN,MATT,KING,BIA,720.00
9611-6/7,CAKING CALI BREEZE FIRM,EASTMAN,MATT,CAKING,BIA,720.00
1005-3/3,TWIN GLACIER TUFTED E/T FIRM,ECLIPSE,MATT,TWIN,BIA,315.00
1005-3X,TWINXL GLACIER TUFTED E/T FIRM,ECLIPSE,MATT,TWINXL,BIA,335.00
1005-4/6,FULL GLACIER TUFTED E/T FIRM,ECLIPSE,MATT,FULL,BIA,405.00
1005-5/0,QUEEN GLACIER TUFTED E/T FIRM,ECLIPSE,MATT,QUEEN,BIA,475.00
1005-6/6,E KING GLACIER TUFTED E/T FIRM,ECLIPSE,MATT,KING,BIA,595.00
1005-6/7,CAKING GLACIER TUFTED E/T FIRM,ECLIPSE,MATT,CAKING,BIA,595.00
1010-3/3,TWIN GLACIER TUFTED E/T PLUSH,ECLIPSE,MATT,TWIN,BIA,315.00
1010-3X,TWINXL GLACIER TUFTED E/T PS,ECLIPSE,MATT,TWINXL,BIA,335.00
1010-4/6,FULL GLACIER TUFTED E/T PLUSH,ECLIPSE,MATT,FULL,BIA,405.00
1010-5/0,QUEEN GLACIER TUFTED E/T PLUSH,ECLIPSE,MATT,QUEEN,BIA,475.00
1010-6/6,E KING GLACIER TUFTED E/T PS,ECLIPSE,MATT,KING,BIA,595.00
1010-6/7,CAKING GLACIER TUFTED E/T PS,ECLIPSE,MATT,CAKING,BIA,595.00
3020-3/3,TWIN ICE TUFTED E/T FIRM,ECLIPSE,MATT,TWIN,BIA,315.00
3020-3X,TWINXL ICE TUFTED E/T FIRM,ECLIPSE,MATT,TWINXL,BIA,335.00
3020-4/6,FULL ICE TUFTED E/T FIRM,ECLIPSE,MATT,FULL,BIA,405.00
3020-5/0,QUEEN ICE TUFTED E/T FIRM,ECLIPSE,MATT,QUEEN,BIA,475.00
3020-6/6,E KING ICE TUFTED E/T FIRM,ECLIPSE,MATT,KING,BIA,595.00
3020-6/7,CAKING ICE TUFTED E/T FIRM,ECLIPSE,MATT,CAKING,BIA,595.00
3020-QFH,QUEEN SPLIT-HEAD ICE FIRM,ECLIPSE,MATT,QUEEN,BIA,725.00
3022-3/3,TWIN ICE TUFTED E/T PLUSH,ECLIPSE,MATT,TWIN,BIA,315.00
3022-3X,TWINXL ICE TUFTED E/T PS,ECLIPSE,MATT,TWINXL,BIA,335.00
3022-4/6,FULL ICE TUFTED E/T PLUSH,ECLIPSE,MATT,FULL,BIA,405.00
3022-5/0,QUEEN ICE TUFTED E/T PLUSH,ECLIPSE,MATT,QUEEN,BIA,475.00
3022-6/6,E KING ICE TUFTED E/T PS,ECLIPSE,MATT,KING,BIA,595.00
3022-6/7,CAKING ICE TUFTED E/T PS,ECLIPSE,MATT,CAKING,BIA,595.00
5335-4/6,"FULL CARES JOYFULNESS 11""",ECLIPSE,MATT,FULL,BIA,269.00
5335-5/0,"QUEEN CARES JOYFULNESS 11""",ECLIPSE,MATT,QUEEN,BIA,309.00
5335-6/6,"E KING CARES JOYFULNESS 11""",ECLIPSE,MATT,KING,BIA,389.00
5336-3/3,"TWIN CARES PEACEFULNESS 12""",ECLIPSE,MATT,TWIN,BIA,239.00
5336-5/0,"QUEEN CARES PEACEFULNESS 12""",ECLIPSE,MATT,QUEEN,BIA,339.00
5336-6/6,"E KING CARES PEACEFULNESS 12""",ECLIPSE,MATT,KING,BIA,429.00
5337-3X,"TWINXL CARES KINDNESS 13""",ECLIPSE,MATT,TWINXL,BIA,309.00
7700-3/3,TWIN SPRUCE FIRM,ECLIPSE,MATT,TWIN,BIA,140.00
7700-3X,TWINXL SPRUCE FIRM,ECLIPSE,MATT,TWINXL,BIA,180.00
7700-4/6,FULL SPRUCE FIRM,ECLIPSE,MATT,FULL,BIA,180.00
7700-5/0,QUEEN SPRUCE FIRM,ECLIPSE,MATT,QUEEN,BIA,210.00
7700-6/6,E KING SPRUCE FIRM,ECLIPSE,MATT,KING,BIA,285.00
7700-6/7,CAKING SPRUCE FIRM,ECLIPSE,MATT,CAKING,BIA,285.00
7702-3/3,TWIN SPRUCE P/T,ECLIPSE,MATT,TWIN,BIA,180.00
7702-3X,TWINXL SPRUCE P/T,ECLIPSE,MATT,TWINXL,BIA,240.00
7702-4/6,FULL SPRUCE P/T,ECLIPSE,MATT,FULL,BIA,240.00
7702-5/0,QUEEN SPRUCE P/T,ECLIPSE,MATT,QUEEN,BIA,280.00
7702-6/6,E KING SPRUCE P/T,ECLIPSE,MATT,KING,BIA,355.00
7702-6/7,CAKING SPRUCE P/T,ECLIPSE,MATT,CAKING,BIA,355.00
DIMPLEPROTFL,FULL DIMPLED MATT PROTECTOR,ELUXU,PROT,FUPRO,ELUXU,14.50
DIMPLEPROTKG,E KING DIMPLED MATT PROTECTOR,ELUXU,PROT,EKPRO,ELUXU,18.00
EF1.5FMTOPPERFL,"FULL MEM TOPPER 1.5""",ELUXU,TOPBED,TOPPER,ELUXU,35.74
EF1.5FMTOPPERQN,"QUEEN MEM TOPPER 1.5""",ELUXU,TOPBED,TOPPER,ELUXU,43.50
EF3.0FMTOPPERCK,"CAKING MEM TOPPER 3""",ELUXU,TOPBED,TOPPER,ELUXU,103.50
EF3.0FMTOPPERKG,"E KING MEM TOPPER 3""",ELUXU,TOPBED,TOPPER,ELUXU,102.50
EF3.0FMTOPPERQN,"QUEEN MEM TOPPER 3""",ELUXU,TOPBED,TOPPER,ELUXU,82.00
ELXBTPAD-CK,CAKING BAMBOO MATTRESS PAD,ELUXU,TOPBED,TOPPER,ELUXU,56.00
ELXBTPAD-KG,E KING BAMBOO MATTRESS PAD,ELUXU,TOPBED,TOPPER,ELUXU,54.50
ELXBTPAS-QN,QUEEN BAMBOO MATTRESS PAD,ELUXU,TOPBED,TOPPER,ELUXU,47.50
ELXPWDLJAC-SINGLE,QU/STD JACQ. DOWN-ALT PILLOW,ELUXU,PILLOW,PILLOW,ELUXU,11.50
ELXPWDLJAC-UNC-BLUE,QU/STD JACQ. DOWN-ALT PILLOW,ELUXU,PILLOW,PILLOW,ELUXU,23.00
GRENADAHB-GY-FQ,QUEEN/FULL GRENADA HB GRAY,ELUXU,FURN,HBOARD,ELUXU,165.50
INVIS-ENC-CK,CAKING 360 INVISACASE ENCASE,ELUXU,PROT,CKPRO,ELUXU,22.50
INVIS-ENC-KG,E KING 360 INVISACASE ENCASE,ELUXU,PROT,EKPRO,ELUXU,22.00
INVIS-ENC-TXL,TWINXL 360 INVISACASE ENCASE,ELUXU,PROT,TXLPRO,ELUXU,14.50
TERRYPROTFL,FULL PREMIUM MATT PROTECTOR,ELUXU,PROT,FUPRO,ELUXU,13.00
TERRYPROTKG,E KING PREMIUM MATT PROTECTOR,ELUXU,PROT,EKPRO,ELUXU,16.50
TERRYPROTQN,QUEEN PREMIUM MATT PROTECTOR,ELUXU,PROT,QUPRO,ELUXU,14.50
TERRYPROTTW,TWIN PREMIUM MATT PROTECTOR,ELUXU,PROT,TWPRO,ELUXU,12.00
Z1ENAD1PB1-6080,QUEEN ALLENDALE GRAND PLUSH ET,ENGLANDER,MATT,QUEEN,SOUTH,1079.00
Z1ENEX1FT1-6080,QUEEN ESSEX FIRM,ENGLANDER,MATT,QUEEN,SOUTH,436.00
Z1ENEX1PP1-7284,CAKING ESSEX GEL VISCO P/T,ENGLANDER,MATT,CAKING,SOUTH,673.00
Z1ENGR1FT1-3684,SPLIT CK GRENADIER HD FIRM,ENGLANDER,MATT,SPLCAK,SOUTH,255.00
Z1ENGR1FT1-3974,TWIN GRENADIER HD FIRM,ENGLANDER,MATT,TWIN,SOUTH,243.00
Z1ENGR1FT1-3980,TWINXL GRENADIER HD FIRM,ENGLANDER,MATT,TWINXL,SOUTH,255.00
Z1ENGR1FT1-5474,FULL GRENADIER HD FIRM,ENGLANDER,MATT,FULL,SOUTH,299.00
Z1ENGR1FT1-5480XL,FULLXL GRENADIER HD FIRM,ENGLANDER,MATT,FULLXL,SOUTH,331.00
Z1ENGR1FT1-6080,QUEEN GRENADIER HD FIRM,ENGLANDER,MATT,QUEEN,SOUTH,331.00
Z1ENGR1FT1-7284,CAKING GRENADIER HD FIRM,ENGLANDER,MATT,CAKING,SOUTH,436.00
Z1ENGR1FT1-7680,E KING GRENADIER HD FIRM,ENGLANDER,MATT,KING,SOUTH,436.00
Z1ENGR1PP1-3684,SPLIT CK GRENADIER HD P/T,ENGLANDER,MATT,SPLCAK,SOUTH,288.00
Z1ENGR1PP1-3974,TWIN GRENADIER HD P/T,ENGLANDER,MATT,TWIN,SOUTH,275.00
Z1ENGR1PP1-3980,TWINXL GRENADIER HD P/T,ENGLANDER,MATT,TWINXL,SOUTH,288.00
Z1ENGR1PP1-5474,FULL GRENADIER HD P/T,ENGLANDER,MATT,FULL,SOUTH,326.00
Z1ENGR1PP1-5480XL,FULLXL GRENADIER HD P/T,ENGLANDER,MATT,FULLXL,SOUTH,357.00
Z1ENGR1PP1-6080,QUEEN GRENADIER HD P/T,ENGLANDER,MATT,QUEEN,SOUTH,357.00
Z1ENGR1PP1-7284,CAKING GRENADIER HD P/T,ENGLANDER,MATT,CAKING,SOUTH,453.00
Z1ENGR1PP1-7680,E KING GRENADIER HD P/T,ENGLANDER,MATT,KING,SOUTH,453.00
Z4ENAY1PP1-7680,EKING AMESBURY PLUSH PILLOWTOP,ENGLANDER,MATT,KING,SOUTH,526.00
BT2000Q,QUEEN ADJ BT2000 HEAD/FOOT,EREST,ADJUST,QUADJ,EREST,299.00
BT4000K,E KING ADJ BT4000 WALLHUG 1-PC,EREST,ADJUST,EKADJ,EREST,649.00
H100IRQ,QUEEN EASY REST ADJ,EREST,ADJUST,QUADJ,EREST,379.00
LUX-1050,"QUEEN GEL LUX 10"" DISCO",EREST,MATT,QUEEN,EREST,275.00
LUX-1250,"QUEEN GEL LUX 12"" DISCO",EREST,MATT,QUEEN,EREST,325.00
PC1450,"QUEEN  DREAM 14"" POCKETED COIL",EREST,MATT,QUEEN,EREST,329.00
SERVICE001,REPLACE MOTOR AND CONTROL BOX,EREST,NONINV,VDSDEL,CSIHV,0.00
SERVICE002,INSTALL MOTOR & CONTROL BOX,EREST,NONINV,VDSDEL,CSIHV,0.00
801.0,QUEEN BAMBOO PILLOW,GUARD,PILLOW,PILLOW,GUARD,9.00
CKS,CAKING SUPREME PROTECTOR,GUARD,PROT,CKPRO,GUARD,14.00
FC,FULL COOL TOUCH PROTECTOR,GUARD,PROT,FUPRO,GUARD,15.00
FLC,FULLXL COOL TOUCH PROTECTOR,GUARD,PROT,FXLPRO,GUARD,16.00
FLS,FULLXL SUPREME PROTECTOR,GUARD,PROT,FXLPRO,GUARD,10.00
FS,FULL SUPREME PROTECTOR,GUARD,PROT,FUPRO,GUARD,10.00
KC,E KING COOL TOUCH PROTECTOR,GUARD,PROT,EKPRO,GUARD,21.00
KCP,KING COOLTOUCH PILL. PROTECTOR,GUARD,PROT,PILPRO,GUARD,9.00
KSP,KING SUPREME PILLOW PRO,GUARD,PROT,PILPRO,GUARD,18.00
QC,QUEEN COOL TOUCH PROTECTOR,GUARD,PROT,QUPRO,GUARD,17.00
QCP,QU PILL. COOLTOUCH PROTECTOR,GUARD,PROT,PILPRO,GUARD,8.00
QSP,QUEEN SUPREME PILLOW PROTECTOR,GUARD,PROT,PILPRO,GUARD,15.00
SCKC,SPLIT CK COOL TOUCH PROTECTOR,GUARD,PROT,SCKPRO,GUARD,15.00
SCKS,SPLIT CK SUPREME PROTECTER,GUARD,PROT,SCKPRO,GUARD,13.00
SG-SZ-T,TWIN SF ZIPPER COVER PROTECTOR,GUARD,PROT,TWPRO,GUARD,30.00
TC,TWIN COOL TOUCH PROTECTOR,GUARD,PROT,TWPRO,GUARD,12.00
TLC,TWINXL COOL TOUCH PROTECTOR,GUARD,PROT,TXLPRO,GUARD,15.00
TLS,TWINXL SUPREME PROTECTOR,GUARD,PROT,TXLPRO,GUARD,13.00
TS,TWIN SUPREME PROTECTOR,GUARD,PROT,TWPRO,GUARD,8.00
0075-3/3,"TWIN HARVEST GREEN FND 9""",HARVEST,FOUND,TWFND,BIA,83.00
0075-36X84,"SPLIT CK HARVEST GREEN FND 9""",HARVEST,FOUND,SCKFND,BIA,89.00
0075-3X,"TWINXL HARVEST GREEN FND 9""",HARVEST,FOUND,TXLFND,BIA,89.00
0075-4/6,"FULL HARVEST GREEN FND 9""",HARVEST,FOUND,FUFND,BIA,108.00
0075-5/0,"QUEEN HARVEST GREEN FND 9""",HARVEST,FOUND,QUFND,BIA,119.00
0076-3/3,"TWIN LP HARVEST GREEN FND 5""",HARVEST,FOUND,TWFND,BIA,83.00
0076-3X,"TWINXL LP HARVEST GREEN FND 5""",HARVEST,FOUND,TXLFND,BIA,89.00
0076-4/6,"FULL LP HARVEST GREEN FND 5""",HARVEST,FOUND,FUFND,BIA,108.00
0076-5/0,"QUEEN LP HARVEST GREEN FND 5""",HARVEST,FOUND,QUFND,BIA,119.00
1050-6/6,E KINGHARVEST GREEN TOPPER - SOFT,HARVEST,TOPBED,TOPPER,BIA,335.00
1050-6/7,CK HARVEST GREEN TOPPER - SOFT,HARVEST,TOPBED,TOPPER,BIA,335.00
1055-3/3,TWIN HARVESTGREEN ESSENTIALS,HARVEST,MATT,TWIN,BIA,275.00
1055-3X,TWINXL HARVESTGREEN ESSENTIALS,HARVEST,MATT,TWINXL,BIA,300.00
1055-4/6,FULL HARVESTGREEN ESSENTIALS,HARVEST,MATT,FULL,BIA,350.00
1055-5/0,QUEEN HARVESTGREEN ESSENTIALS,HARVEST,MATT,QUEEN,BIA,470.00
1055-6/6,E KING HARVESTGREEN ESSENTIALS,HARVEST,MATT,KING,BIA,525.00
1055-6/7,CAKING HARVESTGREEN ESSENTIALS,HARVEST,MATT,CAKING,BIA,525.00
1060-3/3,TWIN HARVEST GREEN ORIGINAL,HARVEST,MATT,TWIN,BIA,490.00
1060-4/6,FULL HARVEST GREEN ORIGINAL,HARVEST,MATT,FULL,BIA,570.00
1060-5/0,QUEEN HARVEST GREEN ORIGINAL,HARVEST,MATT,QUEEN,BIA,730.00
1060-6/6,E KING HARVEST GREEN ORIGINAL,HARVEST,MATT,KING,BIA,890.00
1060-6/7,CAKING HARVEST GREEN ORIGINAL,HARVEST,MATT,CAKING,BIA,890.00
1065-3/3,TWIN HARVEST GREEN P/T,HARVEST,MATT,TWIN,BIA,590.00
1065-4/6,FULL HARVEST GREEN P/T,HARVEST,MATT,FULL,BIA,760.00
1065-5/0,QUEEN HARVEST GREEN P/T,HARVEST,MATT,QUEEN,BIA,940.00
1065-6/6,E KING HARVEST GREEN P/T,HARVEST,MATT,KING,BIA,1100.00
1065-6/7,CAKING HARVEST GREEN P/T,HARVEST,MATT,CAKING,BIA,1100.00
1075-5/0,QN HARVEST GREEN P/T (2 SIDED),HARVEST,MATT,QUEEN,BIA,1000.00
HEBS46-5475,FULL BIRCH NATURAL,HELIX,MATT,FULL,SOUTH,631.00
HEBS50-6080,QUEEN BIRCH NATURAL,HELIX,MATT,QUEEN,SOUTH,663.00
HEXDUC50-6080,QUEEN DUSK LUXE - GLACIOTEX,HELIX,MATT,QUEEN,SOUTH,717.00
HEXELITEMI_FP-6080,QUEEN MIDNIGHT-ELITE MEDIUM,HELIX,MATT,QUEEN,SOUTH,973.00
HEXELITEMI_FP-7284,CAKING MIDNIGHT-ELITE MEDIUM,HELIX,MATT,CAKING,SOUTH,1129.00
HEXELITEMI_FP-7680,E KING MIDNIGHT-ELITE MEDIUM,HELIX,MATT,KING,SOUTH,1126.00
HEXELITETW_FP-6080,QUEEN TWILIGHT-ELITE FIRM,HELIX,MATT,QUEEN,SOUTH,973.00
HEXELITETW_FP-7284,CAKING TWILIGHT-ELITE FIRM,HELIX,MATT,CAKING,SOUTH,1129.00
HEXELITETW_FP-7680,E KING TWILIGHT-ELITE FIRM,HELIX,MATT,KING,SOUTH,1126.00
HEXMI66-7680,E KINGMIDNIGHT LUXE MED TC/LL,HELIX,MATT,KING,SOUTH,777.00
HEXMICK66-7680,E KING MIDNIGHT-LUXE GT/CF,HELIX,MATT,KING,SOUTH,911.00
HEXMIC_FP-3975,TWIN MIDNIGHT-LUXE MEDIUM,HELIX,MATT,TWIN,SOUTH,446.00
HEXMIC_FP-5475,FULL MIDNIGHT-LUXE MEDIUM,HELIX,MATT,FULL,SOUTH,595.00
HEXMIC_FP-6080,QUEEN MIDNIGHT-LUXE MEDIUM,HELIX,MATT,QUEEN,SOUTH,677.00
HEXMIC_FP-7284,CAKING MIDNIGHT-LUXE MEDIUM,HELIX,MATT,CAKING,SOUTH,806.00
HEXMIC_FP-7680,E KING MIDNIGHT-LUXE MEDIUM,HELIX,MATT,KING,SOUTH,803.00
HEXMIL66-7680,E KINGMIDNIGHT LUXE MED TC/EA,HELIX,MATT,KING,SOUTH,848.00
HEXMILC-7680,E KINGMIDNIGHT LUXE MED-ERGOALIGN,HELIX,MATT,KING,SOUTH,917.00
HEXMILC66-7680,E KINGLUXE GLACIOTEX/ERGO ALIGN,HELIX,MATT,KING,SOUTH,858.00
HEXMILC67-7284,CK MIDNIGHT LUXE MED-ERGOALIGN,HELIX,MATT,CAKING,SOUTH,917.00
HEXMILCK66-7680,E KINGMIDNIGHT-LUXE MED GT/EA/CF,HELIX,MATT,KING,SOUTH,967.00
HEXSMIC66-7680,E KINGMIDNIGHT MEDIUM - GLACIOTEX,HELIX,MATT,KING,SOUTH,591.00
HEXSMIL-7284,CK MIDNIGHT MED W/ ERGOALIGN,HELIX,MATT,CAKING,SOUTH,590.00
HEXSMIL50-6080,QN MIDNIGHT MEDIUM - ERGOALIGN,HELIX,MATT,QUEEN,SOUTH,476.00
HEXSMI_FP-3975,TWIN MIDNIGHT MEDIUM,HELIX,MATT,TWIN,SOUTH,262.00
HEXSMI_FP-5475,FULL MIDNIGHT MEDIUM,HELIX,MATT,FULL,SOUTH,343.00
HEXSMI_FP-6080,QUEEN MIDNIGHT MEDIUM,HELIX,MATT,QUEEN,SOUTH,379.00
HEXSMI_FP-7284,CAKING MIDNIGHT MEDIUM,HELIX,MATT,CAKING,SOUTH,470.00
HEXSMI_FP-7680,E KING MIDNIGHT MEDIUM,HELIX,MATT,KING,SOUTH,468.00
HEXSSU_FP-6080,QUEEN SUNSET (NON-COOLING),HELIX,MATT,QUEEN,SOUTH,379.00
HEXSTW_FP-3975,TWIN TWILIGHT FIRM,HELIX,MATT,TWIN,SOUTH,262.00
HEXSTW_FP-3980,TWINXL TWILIGHT FIRM,HELIX,MATT,TWINXL,SOUTH,296.00
HEXSTW_FP-5475,FULL TWILIGHT FIRM,HELIX,MATT,FULL,SOUTH,343.00
HEXSTW_FP-6080,QUEEN TWILIGHT FIRM,HELIX,MATT,QUEEN,SOUTH,379.00
HEXSTW_FP-7284,CAKING TWILIGHT FIRM,HELIX,MATT,CAKING,SOUTH,470.00
HEXSTW_FP-7680,E KING TWILIGHT FIRM,HELIX,MATT,KING,SOUTH,468.00
HEXTWC_FP-3975,TWIN TWILIGHT-LUXE FIRM,HELIX,MATT,TWIN,SOUTH,446.00
HEXTWC_FP-5475,FULL TWILIGHT-LUXE FIRM,HELIX,MATT,FULL,SOUTH,595.00
HEXTWC_FP-6080,QUEEN TWILIGHT-LUXE FIRM,HELIX,MATT,QUEEN,SOUTH,677.00
HEXTWC_FP-7284,CAKING TWILIGHT-LUXE FIRM,HELIX,MATT,CAKING,SOUTH,806.00
HEXTWC_FP-7680,E KING TWILIGHT-LUXE FIRM,HELIX,MATT,KING,SOUTH,803.00
1139-2,TWIN ENGAUGE BED FRAME,KNICK,BED,FRAMES,KNICK,65.00
1154-2,FULL ENGAUGE BED FRAME,KNICK,BED,FRAMES,KNICK,70.00
1160-2,QUEEN ENGAUGE BED FRAME,KNICK,BED,FRAMES,KNICK,80.00
1172-2,CAKING ENGAUGE BED FRAME,KNICK,BED,FRAMES,KNICK,90.00
1176-2,E KING ENGAUGE BED FRAME,KNICK,BED,FRAMES,KNICK,90.00
2139-1T,TWIN WHITE emBRACE™ HD FRAME,KNICK,BED,FRAMES,KNICK,120.00
2139-2T,TWIN BLACK emBRACE™ HD FRAME,KNICK,BED,FRAMES,KNICK,120.00
2139-3T,TWIN BROWN emBRACE™ HD FRAME,KNICK,BED,FRAMES,KNICK,120.00
2139-4T,TWIN GRAY emBRACE™ HD FRAME,KNICK,BED,FRAMES,KNICK,120.00
2139-5T,TWIN RED emBRACE™ HD FRAME,KNICK,BED,FRAMES,KNICK,120.00
